fichier,action,cible_de_fusion,qui_le_lit,ce_qu_il_contient_d_irremplacable,derniere_modif,lignes,motif
Kernel/Runtime/NKRenderer/src/USAGE.md,fusionner,Kernel/Runtime/NKRenderer/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-05-05,664,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKSL/src/NKSL/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-30,312,cible README
Kernel/Runtime/NKSL/src/NKSL/README_SUBMODULES.md,fusionner,Kernel/Runtime/NKSL/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-06-14,151,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKSimulation/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-30,71,cible README
Kernel/Runtime/NKSimulation/docs/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,275,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKUI/NKUI_ANALYSIS.md,fusionner,Kernel/Runtime/NKUI/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-05-05,189,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKUI/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-05-05,210,cible README
Kernel/Runtime/NKUI/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-21,205,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKWindow/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-21,463,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKWindow/docs.md,fusionner,Kernel/Runtime/NKWindow/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-05-05,514,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKXR/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-21,1336,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKXR/USAGE.md,fusionner,Kernel/Runtime/NKXR/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-08-17,379,"quatrieme fichier du module, hors des trois cibles"
Kernel/System/NKFileSystem/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,168,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/System/NKFileSystem/Readme.md,garder,,celui qui utilise le module,oui - point d entree,2026-05-05,1601,cible README
Kernel/System/NKLogger/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-21,424,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/System/NKLogger/Readme.md,garder,,celui qui utilise le module,oui - point d entree,2026-08-08,1117,cible README
Kernel/System/NKNetwork/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-12,230,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/System/NKReflection/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-20,152,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/System/NKReflection/Readme.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-09,1228,cible README
Kernel/System/NKSerialization/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-05-05,341,cible README
Kernel/System/NKSerialization/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,271,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/System/NKStream/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,144,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/System/NKThreading/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,179,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/System/NKThreading/Readme.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-09,1333,cible README
Kernel/System/NKTime/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-17,312,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/System/NKTime/Readme.md,garder,,celui qui utilise le module,oui - point d entree,2026-05-05,631,cible README
LUMIERE_OMBRE_MISSION_IA.md,fusionner,Kernel/Runtime/NKRenderer/ROADMAP.md,agent,partiellement,2026-08-10,239,brief de mission a la racine
NKREF_MISSION_IA.md,fusionner,Applications/NkRef/ROADMAP.md,agent,partiellement,2026-08-10,138,brief de mission a la racine
PRESENTATION_TECHNIQUE.md,fusionner,README.md,"partenaire, salon",non,2026-06-14,131,se recouvre avec README + ARCHITECTURE
README.md,garder,,"visiteur, etudiant, recruteur",oui - point d entree unique,2026-08-12,209,cible; a completer : ignore les trois applications (voir divergences 1.4)
Resources/NKRenderer/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,98,cible README
Spark/ARCHITECTURE.md,fusionner,Spark/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-06-22,105,"quatrieme fichier du module, hors des trois cibles"
Spark/NkSparkCLI/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-22,23,cible README
Spark/NkSparkCLI/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-22,33,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Spark/NkSparkCore/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-22,25,cible README
Spark/NkSparkCore/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-22,33,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Spark/NkSparkGen/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-22,25,cible README
Spark/NkSparkGen/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-22,33,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Spark/NkSparkHAL/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-22,23,cible README
Spark/NkSparkHAL/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-22,31,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Spark/NkSparkIR/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-22,22,cible README
Spark/NkSparkIR/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-22,30,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Spark/NkSparkLex/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-22,22,cible README
Spark/NkSparkLex/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-22,31,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Spark/NkSparkLink/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-22,26,cible README
Spark/NkSparkLink/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-22,33,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Spark/NkSparkParse/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-22,24,cible README
Spark/NkSparkParse/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-22,33,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Spark/NkSparkRT/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-22,23,cible README
Spark/NkSparkRT/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-22,30,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Spark/NkSparkSema/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-22,24,cible README
Spark/NkSparkSema/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-22,32,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Spark/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-22,72,cible README
Spark/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-22,55,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
THIRD_PARTY_LICENSES.md,garder,,juridique,oui - obligation legale,2026-08-11,138,ne se touche pas
Tutoriels3D/01-Fenetre/README.md,garder,,debutant 3D,oui - chaque README documente un projet jenga compilable a cote de lui,2026-07-30,189,colocalise avec du code qui tourne ; mais c est la 4e serie pedagogique du depot (voir rapport)
Tutoriels3D/02-Renderer/README.md,garder,,debutant 3D,oui - chaque README documente un projet jenga compilable a cote de lui,2026-07-30,196,colocalise avec du code qui tourne ; mais c est la 4e serie pedagogique du depot (voir rapport)
Tutoriels3D/03-Scene/README.md,garder,,debutant 3D,oui - chaque README documente un projet jenga compilable a cote de lui,2026-07-30,197,colocalise avec du code qui tourne ; mais c est la 4e serie pedagogique du depot (voir rapport)
Tutoriels3D/04-Camera/README.md,garder,,debutant 3D,oui - chaque README documente un projet jenga compilable a cote de lui,2026-07-30,220,colocalise avec du code qui tourne ; mais c est la 4e serie pedagogique du depot (voir rapport)
Tutoriels3D/05-Meshes/README.md,garder,,debutant 3D,oui - chaque README documente un projet jenga compilable a cote de lui,2026-07-30,246,colocalise avec du code qui tourne ; mais c est la 4e serie pedagogique du depot (voir rapport)
Tutoriels3D/README.md,garder,,debutant 3D,oui - chaque README documente un projet jenga compilable a cote de lui,2026-07-30,58,colocalise avec du code qui tourne ; mais c est la 4e serie pedagogique du depot (voir rapport)
XR_MISSION_IA.md,fusionner,Kernel/Runtime/NKXR/ROADMAP.md,agent,partiellement - cadrage de mission,2026-08-10,144,brief de mission a la racine
docs/ARCHITECTURE.md,supprimer,,personne,non,2026-03-26,504,supplante par ARCHITECTURE.md a la racine ; zero lien entrant depuis un markdown hors docs/ (mesure)
docs/Audit-Portabilite-Apple.md,fusionner,Kernel/Foundation/NKPlatform/Readme.md,agent portage Apple,OUI - audit date du 2026-07-04,2026-07-04,151,"le mot AUDIT signale une mesure : a fusionner, jamais supprimer"
docs/COMPLETION_STATUS.md,supprimer,,personne,non - statut fige au 2026-03-05,2026-03-10,382,rapport de session ; un statut sans date de peremption devient un mensonge
docs/FINAL_INTEGRATION_REPORT_2026.md,supprimer,,personne,non - rapport de session mars,2026-03-10,277,zero lien entrant depuis un markdown hors docs/ (mesure)
docs/IDEES_ARCHITECTURE.md,fusionner,ARCHITECTURE.md,celui qui decide,oui - idees datees du 2026-08-12,2026-08-12,101,recent : a lire avant de fusionner
docs/LANGUES_LOCALES_CAMEROUN.md,garder,,celui qui decide / NKFont / Ilyana,OUI - travail de documentation linguistique non reconstructible,2026-07-31,148,sujet unique dans tout le depot
docs/NKCore/markdown/api.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,16,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkAssert.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,45,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkAssertHandler.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,152,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkAssertion.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,46,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkAtomic.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,82,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkBits.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,618,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkBuiltin.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,308,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkCGXDetect.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,257,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkConfig.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,224,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkCoreExport.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,266,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkExport.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,395,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkGraphicsExport.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,121,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkInline.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,171,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkLimits.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,46,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkMacros.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,760,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkPlatform.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,1325,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkTypeUtils.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,406,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkTypes.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,616,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/NkVersion.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,228,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/files/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,27,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,39,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/namespaces/__global__.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,231,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/namespaces/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,15,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/namespaces/nkentseu.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,99,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/namespaces/nkentseu_nkentseu.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,33,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/namespaces/nkentseu_nkentseu_arch.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,25,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/namespaces/nkentseu_nkentseu_arch_memory.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,25,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/namespaces/nkentseu_nkentseu_nkentseu.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,16,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/search.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,402,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/stats.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,34,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/types/classs.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,16,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/types/enums.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,10,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/types/functions.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,23,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/types/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,15,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/types/macros.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,183,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/types/methods.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,86,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/types/structs.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,15,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/types/typedefs.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,35,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKCore/markdown/types/variables.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,13,"API generee de NKCore, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKENTSEU_PRODUCTION_ANALYSIS_2026.md,fusionner,Kernel/*/ROADMAP.md concernes,personne aujourd hui,a relire - peut contenir des mesures de perf de mars,2026-03-05,447,447 lignes non relues par moi : a trier avant suppression
docs/NKLogger/markdown/api.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,12,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/AsyncSink.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,210,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/AsyncSink.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,226,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/ConsoleSink.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,284,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/ConsoleSink.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,287,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/DailyFileSink.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,156,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/DailyFileSink.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,175,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/DistributingSink.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,279,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/DistributingSink.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,280,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/FileSink.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,322,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/FileSink.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,296,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/Formatter.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,170,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/Formatter.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,186,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/Log.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,63,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/Log.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,133,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/LogLevel.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,112,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/LogLevel.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,215,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/LogMessage.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,73,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/LogMessage.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,227,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/Logger.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,320,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/Logger.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,731,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/NullSink.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,176,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/Pattern.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,43,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/Registry.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,416,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/Registry.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,375,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/RotatingFileSink.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,126,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/RotatingFileSink.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,154,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/Sink.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,248,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/files/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,36,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,39,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/namespaces/__global__.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,290,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/namespaces/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,10,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/search.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,383,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/stats.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,34,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/types/functions.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,240,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/types/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,9,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKLogger/markdown/types/variables.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,53,"API generee de NKLogger, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKMATH_SESSION_COMPLETE_2026.md,supprimer,,personne,non - rapport de session mars,2026-03-10,271,zero lien entrant depuis un markdown hors docs/ (mesure)
docs/NKMemory_Production_Guide.md,fusionner,Kernel/Foundation/NKMemory/Readme.md,utilisateur de NKMemory,a relire,2026-03-10,307,NKMemory/Readme.md fait deja 2 919 lignes et couvre le sujet
docs/NKMemory_Validation_Course.md,fusionner,Documentation/cours/,etudiant,a relire - support de cours,2026-03-05,272,serie pedagogique orpheline
docs/NKMemory_Validation_Report.md,fusionner,Kernel/Foundation/NKMemory/Readme.md,personne,OUI si le rapport porte des chiffres de validation,2026-03-05,106,a relire AVANT toute suppression
docs/NKPlatform/markdown/api.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,13,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/files/NkCPUFeatures.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,103,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/files/NkCompilerDetect.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,308,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
